globaleventid,sqldate,monthyear,year,fractiondate,actor1code,actor1name,actor1countrycode,actor1knowngroupcode,actor1ethniccode,actor1religion1code,actor1religion2code,actor1type1code,actor1type2code,actor1type3code,actor2code,actor2name,actor2countrycode,actor2knowngroupcode,actor2ethniccode,actor2religion1code,actor2religion2code,actor2type1code,actor2type2code,actor2type3code,isrootevent,eventcode,eventbasecode,eventrootcode,quadclass,goldsteinscale,nummentions,numsources,numarticles,avgtone,actor1geo_type,actor1geo_fullname,actor1geo_countrycode,actor1geo_adm1code,actor1geo_lat,actor1geo_long,actor1geo_featureid,actor2geo_type,actor2geo_fullname,actor2geo_countrycode,actor2geo_adm1code,actor2geo_lat,actor2geo_long,actor2geo_featureid,actiongeo_type,actiongeo_fullname,actiongeo_countrycode,actiongeo_adm1code,actiongeo_lat,actiongeo_long,actiongeo_featureid,dateadded,sourceurl
1145224645,20231209,202312,2023,2023.9288,USA,WYOMING,USA,,,,,,,,,,,,,,,,,,1,043,043,04,1,2.8,12,2,12,-2.14195227967411,2,"Wyoming, United States",US,USWY,42.7475,-107.209,WY,0,,,,,,,2,"Wyoming, United States",US,USWY,42.7475,-107.209,WY,20231209,https://www.wyomingpublicmedia.org/open-spaces/2023-12-08/wyomings-ev-charging-desert-sparks-interest-of-private-businesses-but-the-state-is-hesitant
1145226943,20231209,202312,2023,2023.9288,,,,,,,,,,,USA,RICHMOND,USA,,,,,,,,0,014,014,01,1,0.0,1,1,1,1.82599355531686,0,,,,,,,3,"Richmond, Virginia, United States",US,USVA,37.5538,-77.4603,1499957,2,"Virginia, United States",US,USVA,37.768,-78.2057,VA,20231209,https://www.enr.com/articles/57834-historic-8b-in-grants-to-fund-construction-and-expansion-of-us-passenger-rail
1145234875,20231209,202312,2023,2023.9288,,,,,,,,,,,IRQ,IRAQ,IRQ,,,,,,,,0,1014,101,10,3,-5.0,2,1,2,-5.47945205479452,0,,,,,,,4,"Sulaimani, DiyaláZ, Iraq",IZ,IZ10,34.0333,44.8167,-3111479,4,"Sulaimani, DiyaláZ, Iraq",IZ,IZ10,34.0333,44.8167,-3111479,20231209,https://ekurd.net/fire-soran-university-housing-2023-12-09
1145252933,20231209,202312,2023,2023.9288,CVL,CITIZEN,,,,,,CVL,,,BWAGOV,BOTSWANA,BWA,,,,,GOV,,,1,043,043,04,1,2.8,8,1,8,3.03030303030303,1,Botswana,BC,BC,-22,24,BC,1,Botswana,BC,BC,-22,24,BC,1,Botswana,BC,BC,-22,24,BC,20231209,https://briefly.co.za/world/africa/175280-zimbabwe-botswana-agree-free-movement-citizens/
1145254216,20231209,202312,2023,2023.9288,DEU,BERLIN,DEU,,,,,,,,,,,,,,,,,,1,1712,171,17,4,-9.2,2,1,2,-5.14705882352942,1,France,FR,FR,46,2,FR,0,,,,,,,1,Cuba,CU,CU,22,-79.5,CU,20231209,https://www.bookreporter.com/authors/armando-lucas-correa
1145254544,20231209,202312,2023,2023.9288,LEG,SENATOR,,,,,,LEG,,,USA,UNITED STATES,USA,,,,,,,,1,010,010,01,1,0.0,2,1,2,-0.99601593625498,2,"Maryland, United States",US,USMD,39.0724,-76.7902,MD,2,"Maryland, United States",US,USMD,39.0724,-76.7902,MD,2,"Maryland, United States",US,USMD,39.0724,-76.7902,MD,20231209,https://www.mlbtraderumors.com/2023/12/latest-on-orioles-ownership-lease-situations.html
1145268141,20231209,202312,2023,2023.9288,IRN,IRAN,IRN,,,,,,,,,,,,,,,,,,0,027,027,02,1,4.0,2,1,2,-8.49176172370092,4,"Tehran, Tehran, Iran",IR,IR26,35.75,51.5148,10074674,0,,,,,,,4,"Tehran, Tehran, Iran",IR,IR26,35.75,51.5148,10074674,20231209,https://irannewsupdate.com/news/middle-east/why-irans-regime-needs-crises-in-the-middle-east-to-maintain-its-hold-on-power/
1145285112,20231209,202312,2023,2023.9288,GOV,PRESIDENT,,,,,,GOV,,,ISR,ISRAELI,ISR,,,,,,,,1,020,020,02,1,3.0,2,1,2,0.35026269702276,4,"Tehran, Tehran, Iran",IR,IR26,35.75,51.5148,10074674,4,"Moscow, Moskva, Russia",RS,RS48,55.7522,37.6156,-2960561,4,"Tehran, Tehran, Iran",IR,IR26,35.75,51.5148,10074674,20231209,https://www.globalsecurity.org/wmd/library/news/iran/2023/iran-231207-presstv01.htm
1145286677,20231209,202312,2023,2023.9288,SPY,SECRET AGENT,,,,,,SPY,,,GOV,GOVERNMENT,,,,,,GOV,,,0,043,043,04,1,2.8,2,1,2,-3.46820809248555,4,"Madrid, Madrid, Spain",SP,SP29,40.4,-3.68333,-390625,4,"Madrid, Madrid, Spain",SP,SP29,40.4,-3.68333,-390625,4,"Madrid, Madrid, Spain",SP,SP29,40.4,-3.68333,-390625,20231209,https://www.globalsecurity.org/intell/library/news/2023/intell-231207-presstv01.htm
1145288495,20231209,202312,2023,2023.9288,USA,UNITED STATES,USA,,,,,,,,ISR,ISRAELI,ISR,,,,,,,,0,112,112,11,3,-2.0,2,1,2,-5.99022004889975,2,"Texas, United States",US,USTX,31.106,-97.6475,TX,4,"Gaza, Israel (general), Israel",IS,IS00,31.4167,34.3333,-797156,4,"Gaza, Israel (general), Israel",IS,IS00,31.4167,34.3333,-797156,20231209,https://www.nytimes.com/2023/12/09/opinion/antisemitism-university-presidents.html
1145311219,20231209,202312,2023,2023.9288,MIL,COLONEL,,,,,,MIL,,,UAF,MILITANT,,,,,,UAF,,,0,190,190,19,4,-10.0,6,1,6,-4.02635431918009,4,"Gaza, Israel (general), Israel",IS,IS00,31.4167,34.3333,-797156,4,"Nirim, HaDarom, Israel",IS,IS01,31.3356,34.3951,-780904,4,"Nirim, HaDarom, Israel",IS,IS01,31.3356,34.3951,-780904,20231209,https://www.stuff.co.nz/world/middle-east/301023011/as-it-planned-for-october-7-hamas-lulled-israel-into-a-false-sense-of-calm
1145324463,20231209,202312,2023,2023.9288,COP,PRISON,,,,,,COP,,,USA,MICHIGAN,USA,,,,,,,,1,193,193,19,4,-10.0,20,2,20,-9.54075516931373,2,"Michigan, United States",US,USMI,43.3504,-84.5603,MI,2,"Michigan, United States",US,USMI,43.3504,-84.5603,MI,2,"Michigan, United States",US,USMI,43.3504,-84.5603,MI,20231209,https://news.yahoo.com/teenager-sentenced-life-prison-fatally-180351796.html
1145332968,20231209,202312,2023,2023.9288,ISR,ISRAELI,ISR,,,,,,,,PSE,GAZA,PSE,,,,,,,,0,190,190,19,4,-10.0,1,1,1,-6.79686298631401,4,"Jabalya, Gaza Strip (general), Gaza Strip",GZ,GZ00,31.5272,34.4835,-797160,4,"Gaza City, Israel (general), Israel",IS,IS00,31.4167,34.3333,-797156,4,"Gaza City, Israel (general), Israel",IS,IS00,31.4167,34.3333,-797156,20231209,"http://aljazeerah.info/News/2023/December/9%20n/24,490%20Palestinians%20Killed,%2046,558%20Injured,%20in%20US-Backed%20Israeli%20Genocidal%20War%20on%20Gaza,%20December%209,%202023.htm"
1145337723,20231209,202312,2023,2023.9288,NGA,KADUNA,NGA,,,,,,,,LEG,SENATOR,,,,,,LEG,,,1,111,111,11,3,-2.0,8,1,4,-4.53333333333333,4,"Kaduna, Kaduna, Nigeria",NI,NI23,10.5231,7.44028,-2014086,4,"Kaduna, Kaduna, Nigeria",NI,NI23,10.5231,7.44028,-2014086,4,"Kaduna, Kaduna, Nigeria",NI,NI23,10.5231,7.44028,-2014086,20231209,https://thenationonlineng.net/kaduna-bomb-attack-northern-group-knocks-senator-yaraduwa-over-comment/
1145341468,20231209,202312,2023,2023.9288,USA,UNITED STATES,USA,,,,,,,,USAGOV,THE WHITE HOUSE,USA,,,,,GOV,,,0,111,111,11,3,-2.0,1,1,1,-5.8659217877095,2,"New York, United States",US,USNY,42.1497,-74.9384,NY,3,"White House, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,3,"White House, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,20231209,https://www.bbc.com/news/world-us-canada-67673545
1145347437,20231210,202312,2023,2023.9315,ISRGOV,ISRAELI,ISR,,,,,GOV,,,PSEREB,HAMAS,PSE,,,,,REB,,,0,043,043,04,1,2.8,12,2,12,-5.42325968093165,4,"Gaza, Israel (general), Israel",IS,IS00,31.4167,34.3333,-797156,4,"Gaza, Israel (general), Israel",IS,IS00,31.4167,34.3333,-797156,4,"Gaza, Israel (general), Israel",IS,IS00,31.4167,34.3333,-797156,20231210,https://www.k101fm.net/syndicated-article/?id=1538923
1145351381,20231210,202312,2023,2023.9315,COP,POLICE,,,,,,COP,,,MED,MEDIA,,,,,,MED,,,1,173,173,17,4,-5.0,32,7,32,-12.3864475008386,4,"Delhi, Delhi, India",IN,IN07,28.6667,77.2167,-2094230,4,"Delhi, Delhi, India",IN,IN07,28.6667,77.2167,-2094230,4,"Delhi, Delhi, India",IN,IN07,28.6667,77.2167,-2094230,20231210,https://www.bignewsnetwork.com/news/274060203/delhi-police-arrest-man-for-creating-fake-insta-account-of-woman-sharing-obscene-posts
1145392078,20231210,202312,2023,2023.9315,GOVMIL,DEFENSE SECRETARY,,,,,,GOV,MIL,,SAU,SAUDI,SAU,,,,,,,,0,0841,084,08,2,7.0,1,1,1,-7.61443661971831,1,Saudi Arabia,SA,SA,25,45,SA,1,Saudi Arabia,SA,SA,25,45,SA,4,"Red Sea, Djibouti (general), Djibouti",DJ,DJ00,19,39.5,-2037160,20231210,https://www.al-monitor.com/originals/2023/10/live-updates-un-chief-guterres-warns-irreversible-implications-gaza-death-toll
1145413054,20231210,202312,2023,2023.9315,MOSSUN,SUNNI,,,,MOS,SUN,,,,DNKLEG,DANISH,DNK,,,,,LEG,,,1,051,051,05,1,3.4,3,1,3,-0.4739336492891,1,Sweden,SW,SW,62,15,SW,1,Denmark,DA,DA,56,10,DA,1,Denmark,DA,DA,56,10,DA,20231210,https://www.egyptindependent.com/azhar-welcomes-criminalization-of-burning-quran-in-denmark/
1145416481,20231210,202312,2023,2023.9315,PSEREB,HAMAS,PSE,,,,,REB,,,ISR,ISRAEL,ISR,,,,,,,,1,032,032,03,1,4.5,7,1,7,-4.32857845548451,2,"New York, United States",US,USNY,42.1497,-74.9384,NY,2,"New York, United States",US,USNY,42.1497,-74.9384,NY,2,"New York, United States",US,USNY,42.1497,-74.9384,NY,20231210,https://www.jta.org/2023/12/10/ideas/youre-not-crazy-everything-did-change-after-oct-7
1145440180,20231210,202312,2023,2023.9315,,,,,,,,,,,MED,MEDIA,,,,,,MED,,,0,051,051,05,1,3.4,6,1,6,-1.93995381062356,0,,,,,,,2,"Connecticut, United States",US,USCT,41.5834,-72.7622,CT,2,"Connecticut, United States",US,USCT,41.5834,-72.7622,CT,20231210,https://www.huffpost.com/entry/muslim-burial-tradition-washing-bodies_n_6570cb35e4b0a10def8b50ce
1145449259,20231210,202312,2023,2023.9315,PSE,PALESTINIAN,PSE,,,,,,,,,,,,,,,,,,1,020,020,02,1,3.0,63,63,63,-7.61528281041249,4,"Gaza, Israel (general), Israel",IS,IS00,31.4167,34.3333,-797156,0,,,,,,,1,Iran,IR,IR,32,53,IR,20231210,https://www.wtsp.com/article/news/nation-world/israel-hamas-conflict/israel-continues-gaza-offensive-with-renewed-us-military-diplomatic-support/507-b5f56644-ec42-497d-8d16-8c3ccc8fee39
1145450404,20231210,202312,2023,2023.9315,EDU,STUDENT,,,,,,EDU,,,USA,THE US,USA,,,,,,,,1,172,172,17,4,-5.0,10,1,10,0.654817586529459,1,India,IN,IN,20,77,IN,1,India,IN,IN,20,77,IN,1,India,IN,IN,20,77,IN,20231210,https://medcitynews.com/2023/12/some-of-your-doctors-best-qualities-are-the-same-ones-stifling-your-healthcare-experience/
1145455429,20231210,202312,2023,2023.9315,ISR,ISRAEL,ISR,,,,,,,,IRN,IRAN,IRN,,,,,,,,0,190,190,19,4,-10.0,1,1,1,-7.20562390158172,4,"Gaza, Israel (general), Israel",IS,IS00,31.4167,34.3333,-797156,1,United States,US,US,39.828175,-98.5795,US,4,"Gaza, Israel (general), Israel",IS,IS00,31.4167,34.3333,-797156,20231210,https://tribune.com.pk/story/2449556/israeli-tanks-reach-centre-of-khan-younis-in-new-storm-of-southern-gaza
1145467356,20231210,202312,2023,2023.9315,ISRGOV,ISRAELI,ISR,,,,,GOV,,,USAGOV,THE WHITE HOUSE,USA,,,,,GOV,,,1,051,051,05,1,3.4,2,1,2,-4.52261306532664,3,"White House, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,3,"White House, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,3,"White House, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,20231210,https://www.israelnationalnews.com/news/381735
1145486739,20231211,202312,2023,2023.9342,IND,JAIPUR,IND,,,,,,,,,,,,,,,,,,1,042,042,04,1,1.9,3,1,3,-3.46260387811634,4,"Jaipur, Rajasthan, India",IN,IN24,26.9167,75.8167,-2098033,0,,,,,,,4,"Didwana, Rajasthan, India",IN,IN24,27.4,74.5667,-2094888,20231211,https://indianexpress.com/article/india/karni-sena-chief-shooters-held-were-promised-life-abroad-like-brar-police-9062740/
1145530080,20231211,202312,2023,2023.9342,USA,THE US,USA,,,,,,,,,,,,,,,,,,1,0256,025,02,1,-0.3,55,22,55,-3.09258290616173,4,"Gaza, Israel (general), Israel",IS,IS00,31.4167,34.3333,-797156,0,,,,,,,4,"Gaza, Israel (general), Israel",IS,IS00,31.4167,34.3333,-797156,20231211,https://www.polity.org.za/article/ahead-of-key-israel-hamas-ceasefire-vote-where-do-unsc-members-stand-2023-12-08-1
1145561267,20231211,202312,2023,2023.9342,RUS,RUSSIA,RUS,,,,,,,,UKR,UKRAINE,UKR,,,,,,,,1,050,050,05,1,3.5,2,1,2,-3.08641975308642,4,"Kremlin, Moskva, Russia",RS,RS48,55.7522,37.6156,-2960561,4,"Moscow, Moskva, Russia",RS,RS48,55.7522,37.6156,-2960561,4,"Moscow, Moskva, Russia",RS,RS48,55.7522,37.6156,-2960561,20231211,https://news.sky.com/story/ukraine-war-latest-russia-fires-ballistic-missile-at-kyiv-ahead-of-key-week-for-western-support-of-war-12541713
1145580330,20231211,202312,2023,2023.9342,USAEDU,PROVIDENCE,USA,,,,,EDU,,,EDU,COLLEGE,,,,,,EDU,,,1,043,043,04,1,2.8,3,1,3,-3.91459074733096,4,"El Mirador, La Vega, Dominican Republic",DR,DR30,19.358,-70.5157,-3352205,4,"El Mirador, La Vega, Dominican Republic",DR,DR30,19.358,-70.5157,-3352205,4,"El Mirador, La Vega, Dominican Republic",DR,DR30,19.358,-70.5157,-3352205,20231211,https://steinbachonline.com/articles/missionary-couple-with-ties-to-steinbach-jailed-in-dominican-republic-for-sex-crimes-against-children-
1145581041,20231211,202312,2023,2023.9342,EGY,EGYPT,EGY,,,,,,,,ISR,ISRAEL,ISR,,,,,,,,1,073,073,07,2,7.4,4,1,4,-1.11940298507463,4,"Rafah, Shamal Sina', Egypt",EG,EG27,31.2878,34.2369,-301033,4,"Rafah, Shamal Sina', Egypt",EG,EG27,31.2878,34.2369,-301033,4,"Rafah, Shamal Sina', Egypt",EG,EG27,31.2878,34.2369,-301033,20231211,https://english.ahram.org.eg/NewsContent/1/1234/513814/Egypt/Foreign-Affairs/Egypt-delivers--more-humanitarian-aid-trucks-to-Ga.aspx
1145582002,20231211,202312,2023,2023.9342,USA,UNITED STATES,USA,,,,,,,,,,,,,,,,,,1,014,014,01,1,0.0,12,2,8,-0.774617634340075,3,"Dearborn, Michigan, United States",US,USMI,42.3223,-83.1763,624432,0,,,,,,,3,"Dearborn, Michigan, United States",US,USMI,42.3223,-83.1763,624432,20231211,https://www.winnipegfreepress.com/arts-and-life/life/2023/12/11/liz-weston-investing-for-retirement-why-you-might-want-to-reconsider-that-403b
1145604953,20231211,202312,2023,2023.9342,BUS,MANUFACTURER,,,,,,BUS,,,MNCGBR,ROLLS ROYCE,GBR,,,,,MNC,,,1,010,010,01,1,0.0,6,1,6,4.10094637223975,1,Norway,NO,NO,62,10,NO,1,Norway,NO,NO,62,10,NO,1,Norway,NO,NO,62,10,NO,20231211,https://superbike-news.co.uk/the-rolls-royce-of-the-motorcycle-world-heads-to-auction/
1145610286,20231211,202312,2023,2023.9342,,,,,,,,,,,USA,UNITED STATES,USA,,,,,,,,0,112,112,11,3,-2.0,2,1,2,-7.65550239234449,0,,,,,,,3,"City Of Henderson, Nevada, United States",US,USNV,36.0109,-115.04,2410741,2,"Michigan, United States",US,USMI,43.3504,-84.5603,MI,20231211,https://www.reviewjournal.com/investigations/fellow-detectives-accused-him-of-racism-hendersons-new-police-chief-cleared-him-of-discipline-2959041/
1145622141,20231211,202312,2023,2023.9342,MIL,ARMY STAFF,,,,,,MIL,,,CVL,COMMUNITY,,,,,,CVL,,,0,042,042,04,1,1.9,3,1,3,-5.0438596491228,4,"Doguwa, Bauchi, Nigeria",NI,NI46,11.3806,10.1616,-2005156,4,"Doguwa, Bauchi, Nigeria",NI,NI46,11.3806,10.1616,-2005156,4,"Doguwa, Bauchi, Nigeria",NI,NI46,11.3806,10.1616,-2005156,20231211,https://www.premiumtimesng.com/regional/nwest/650610-northern-reps-donate-to-survivors-of-kaduna-bombing-to-assist-in-rebuilding-community.html
1145652635,20231211,202312,2023,2023.9342,ESP,SPAIN,ESP,,,,,,,,EUR,EUROPE,EUR,,,,,,,,1,172,172,17,4,-5.0,2,1,2,1.15207373271889,4,"Barcelona, Comunidad Autonoma de Cataluna, Spain",SP,SP56,41.3833,2.18333,-372490,4,"Barcelona, Comunidad Autonoma de Cataluna, Spain",SP,SP56,41.3833,2.18333,-372490,4,"Barcelona, Comunidad Autonoma de Cataluna, Spain",SP,SP56,41.3833,2.18333,-372490,20231211,https://thepeoplesperson.com/2023/12/11/manchester-united-offer-to-double-ronald-araujos-wages-272833/
1145667641,20231211,202312,2023,2023.9342,GUYGOV,GUYANA,GUY,,,,,GOV,,,VENGOV,VENEZUELAN,VEN,,,,,GOV,,,1,036,036,03,1,4.0,20,4,20,1.23634262799273,1,Guyana,GY,GY,5,-59,GY,1,Venezuela,VE,VE,8,-66,VE,1,Venezuela,VE,VE,8,-66,VE,20231211,https://www.canberratimes.com.au/story/8456110/guyana-venezuela-leaders-to-meet-amid-territorial-row/?cs=14232
1145669529,20231211,202312,2023,2023.9342,,,,,,,,,,,PSE,GAZA,PSE,,,,,,,,0,130,130,13,3,-4.4,1,1,1,-4.82233502538072,0,,,,,,,4,"Gaza, Israel (general), Israel",IS,IS00,31.4167,34.3333,-797156,4,"Tehran, Tehran, Iran",IR,IR26,35.75,51.5148,10074674,20231211,https://www.aljazeera.com/features/2023/12/11/israels-war-on-gaza-means-arab-normalisation-is-off-the-table-experts
1145685639,20231211,202312,2023,2023.9342,,,,,,,,,,,POL,POLE,POL,,,,,,,,1,040,040,04,1,1.0,5,1,5,3.0812324929972,0,,,,,,,2,"Maine, United States",US,USME,44.6074,-69.3977,ME,2,"Maine, United States",US,USME,44.6074,-69.3977,ME,20231211,https://wjbq.com/scarborough-maine-police-department-suprise-boy-with-a-gift-after-stolen-bike/
1145710806,20231212,202312,2023,2023.9370,,,,,,,,,,,USA,UNITED STATES,USA,,,,,,,,1,181,181,18,4,-9.0,4,1,4,-1.71730515191546,0,,,,,,,2,"Michigan, United States",US,USMI,43.3504,-84.5603,MI,2,"Michigan, United States",US,USMI,43.3504,-84.5603,MI,20231212,https://www.9and10news.com/2023/12/11/fbi-msp-give-tips-on-how-you-can-protect-yourself-on-social-media-after-16-year-old-gets-kidnapped-in-traverse-city/
1145711033,20231212,202312,2023,2023.9370,COP,POLICE,,,,,,COP,,,CHR,CHRISTIAN,,,,CHR,,,,,1,193,193,19,4,-10.0,4,1,4,-8.66510538641686,3,"Clear Creek County, Colorado, United States",US,USCO,39.6833,-105.651,198125,3,"Clear Creek County, Colorado, United States",US,USCO,39.6833,-105.651,198125,3,"Clear Creek County, Colorado, United States",US,USCO,39.6833,-105.651,198125,20231212,https://www.koaa.com/news/crime/4-of-6-colorado-officers-charged-in-fatal-police-shooting-of-christian-glass-expected-to-appear-in-court
1145716029,20231212,202312,2023,2023.9370,EUR,EUROPEAN,EUR,,,,,,,,,,,,,,,,,,0,046,046,04,1,7.0,42,10,42,-4.13034074340183,4,"Berlin, Berlin, Germany",GM,GM16,52.5167,13.4,-1746443,0,,,,,,,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,20231212,https://www.wfmj.com/story/50193375/live-updates-israel-says-its-ready-to-fight-for-months-to-defeat-hamas-as-deaths-surpass-17000
1145716357,20231212,202312,2023,2023.9370,IRN,IRAN,IRN,,,,,,,,ISR,ISRAEL,ISR,,,,,,,,0,194,194,19,4,-10.0,2,2,2,-4.37911425803119,4,"Qassem, Khuzestan, Iran",IR,IR15,32.6167,48.2833,-3079855,4,"Tel Aviv, Tel Aviv, Israel",IS,IS05,32.0667,34.7667,-781545,4,"Qassem, Khuzestan, Iran",IR,IR15,32.6167,48.2833,-3079855,20231212,https://www.criticalthreats.org/analysis/iran-update-december-11-2023
1145744809,20231212,202312,2023,2023.9370,CAN,CANADA,CAN,,,,,,,,MNCUSA,NETFLIX,USA,,,,,MNC,,,1,042,042,04,1,1.9,2,1,2,1.12781954887218,1,Canada,CA,CA,60,-96,CA,1,Canada,CA,CA,60,-96,CA,1,Canada,CA,CA,60,-96,CA,20231212,https://www.hitc.com/en-gb/2023/12/11/netflix-comedian-matt-rifes-downfall-continues-as-he-allegedly-starts-fight-with-6-year-old-online/
1145754589,20231212,202312,2023,2023.9370,PHLLEG,PHILIPPINE,PHL,,,,,LEG,,,,,,,,,,,,,0,010,010,01,1,0.0,2,1,2,2.59259259259259,4,"Philippine, Benguet, Philippines",RP,RP10,16.45,120.55,-2445611,0,,,,,,,1,China,CH,CH,35,105,CH,20231212,http://legacy.senate.gov.ph/press_release/2023/1212_zubiri1.asp
1145756334,20231212,202312,2023,2023.9370,JUD,LAWYER,,,,,,JUD,,,NGA,NIGERIA,NGA,,,,,,,,0,010,010,01,1,0.0,4,1,4,-2.89699570815451,5,"Federal Capital Territory, Abuja Federal Capital Territory, Nigeria",NI,NI11,8.83333,7.16667,-1997015,5,"Federal Capital Territory, Abuja Federal Capital Territory, Nigeria",NI,NI11,8.83333,7.16667,-1997015,5,"Federal Capital Territory, Abuja Federal Capital Territory, Nigeria",NI,NI11,8.83333,7.16667,-1997015,20231212,https://allafrica.com/stories/202312120017.html
1145822083,20231212,202312,2023,2023.9370,UKR,UKRAINIAN,UKR,,,,,,,,BEL,BRUSSELS,BEL,,,,,,,,0,042,042,04,1,1.9,2,1,2,0.33444816053512,4,"Odesa, Odes'ka Oblast, Ukraine",UP,UP17,46.4639,30.7386,-1049092,4,"Brussels, Bruxelles-Capitale, Belgium",BE,BE11,50.8333,4.33333,-1955538,4,"Odesa, Odes'ka Oblast, Ukraine",UP,UP17,46.4639,30.7386,-1049092,20231212,https://menafn.com/1107580201/FM-Kuleba-Calls-On-Eastern-Partnership-Countries-To-Enhance-Security-Energy-Cooperation
1145832867,20231212,202312,2023,2023.9370,JAM,JAMAICA,JAM,,,,,,,,CAN,CANADA,CAN,,,,,,,,1,061,061,06,2,6.4,8,2,8,6.86915112787206,2,"Florida, United States",US,USFL,27.8333,-81.717,FL,2,"Florida, United States",US,USFL,27.8333,-81.717,FL,2,"Florida, United States",US,USFL,27.8333,-81.717,FL,20231212,https://www.globenewswire.com/news-release/2023/12/12/2794785/0/en/Rose-Hill-and-ACS-Laboratory-Join-Forces-to-Pioneer-Psilocybin-Testing-Standards.html
1145855072,20231212,202312,2023,2023.9370,LAB,EMPLOYEE,,,,,,LAB,,,,,,,,,,,,,0,120,120,12,3,-4.0,10,1,10,-1.08069164265129,2,"Massachusetts, United States",US,USMA,42.2373,-71.5314,MA,0,,,,,,,2,"Massachusetts, United States",US,USMA,42.2373,-71.5314,MA,20231212,https://www.bostonglobe.com/2023/12/12/magazine/bostonians-of-the-year-the-beleaguered-essential-mbta-commuter/
1145856938,20231212,202312,2023,2023.9370,,,,,,,,,,,BUS,AIRLINE,,,,,,BUS,,,0,043,043,04,1,2.8,10,1,10,-2.99760191846523,0,,,,,,,3,"Miami, Florida, United States",US,USFL,25.7743,-80.1937,295004,3,"Miami, Florida, United States",US,USFL,25.7743,-80.1937,295004,20231212,https://nypost.com/2023/12/12/news/american-airlines-flyer-furious-after-bags-covered-in-vomit/
1145857432,20231212,202312,2023,2023.9370,EDU,PROFESSOR,,,,,,EDU,,,,,,,,,,,,,1,012,012,01,1,-0.4,6,1,6,-1.18623962040332,1,Netherlands,NL,NL,52.5,5.75,NL,0,,,,,,,1,Netherlands,NL,NL,52.5,5.75,NL,20231212,https://www.techradar.com/pro/businesses-need-to-address-the-ai-elephants-in-the-room
1145868455,20231112,202311,2023,2023.8548,MLIGOV,MALI,MLI,,,,,GOV,,,RUS,RUSSIA,RUS,,,,,,,,0,057,057,05,1,8.0,2,1,2,1.62689804772235,1,Central African Republic,CT,CT,7,21,CT,1,Russia,RS,RS,60,100,RS,1,Russia,RS,RS,60,100,RS,20231212,https://www.theglobeandmail.com/business/article-canadian-miners-accused-of-indirectly-supporting-wagner-group-in-mali/
1145906069,20231212,202312,2023,2023.9370,AUS,AUSTRALIA,AUS,,,,,,,,EDU,SCHOOL,,,,,,EDU,,,1,036,036,03,1,4.0,20,1,20,0,4,"Cessnock, New South Wales, Australia",AS,AS02,-32.8321,151.356,-1565008,4,"Cessnock, New South Wales, Australia",AS,AS02,-32.8321,151.356,-1565008,4,"Cessnock, New South Wales, Australia",AS,AS02,-32.8321,151.356,-1565008,20231212,https://www.cessnockadvertiser.com.au/story/8454665/disadvantaged-students-left-behind-in-australias-education-system/?cs=9676
1146026848,20231213,202312,2023,2023.9397,GOV,GOVERNOR,,,,,,GOV,,,UKR,UKRAINE,UKR,,,,,,,,0,193,193,19,4,-10.0,2,2,2,-2.182907934584,4,"Odesa, Odes'ka Oblast, Ukraine",UP,UP17,46.4639,30.7386,-1049092,4,"Odesa, Odes'ka Oblast, Ukraine",UP,UP17,46.4639,30.7386,-1049092,4,"Odesa, Odes'ka Oblast, Ukraine",UP,UP17,46.4639,30.7386,-1049092,20231213,https://news.yahoo.com/russia-attacks-kyiv-missiles-zelenskiy-085851702.html
1146034593,20231213,202312,2023,2023.9397,EDU,PROFESSOR,,,,,,EDU,,,BRB,BARBADOS,BRB,,,,,,,,0,012,012,01,1,-0.4,2,1,2,-2.24119530416222,1,Barbados,BB,BB,13.166667,-59.533333,BB,1,Barbados,BB,BB,13.166667,-59.533333,BB,1,Barbados,BB,BB,13.166667,-59.533333,BB,20231213,https://barbadostoday.bb/2023/12/13/poor-maintenance-to-blame-for-sick-buildings/
1146038832,20231213,202312,2023,2023.9397,PSE,GAZA,PSE,,,,,,,,MED,BLOG,,,,,,MED,,,0,183,183,18,4,-10.0,5,1,5,-5.81583198707593,4,"Khan Yunis, Gaza Strip (general), Gaza Strip",GZ,GZ00,31.3402,34.3063,-797165,4,"Gaza, Israel (general), Israel",IS,IS00,31.4167,34.3333,-797156,4,"Khan Yunis, Gaza Strip (general), Gaza Strip",GZ,GZ00,31.3402,34.3063,-797165,20231213,https://www.palestinechronicle.com/scores-of-palestinians-killed-as-israel-hits-homes-hospitals-schools-in-gaza/
1146084214,20231213,202312,2023,2023.9397,SEP,SEPARATIST,,,,,,SEP,,,UKR,UKRAINE,UKR,,,,,,,,1,173,173,17,4,-5.0,4,1,4,-4.03458213256484,4,"Kremlin, Moskva, Russia",RS,RS48,55.7522,37.6156,-2960561,4,"Luhansk, Luhans'ka Oblast', Ukraine",UP,UP14,48.567,39.3171,-1045160,4,"Kremlin, Moskva, Russia",RS,RS48,55.7522,37.6156,-2960561,20231213,https://www.washingtonpost.com/world/interactive/2023/russia-ukraine-front-line-map/
